_id,author,content,description,publishedAt,source.id,source.name,title,url,urlToImage
642b43b10fef451bfdd77b34,insider@insider.com (Carla Mozée),Bitcoin slumped to its lowest price in two months Friday as the collapse of crypto depositor Silvergate Bank and the blowup of tech startup lender Silicon Valley Bank fueled a retreat by investors f… [+2141 chars],Bitcoin is veering toward a weekly loss as a fresh pain point for the crypto sector emerged from the failure of cryptofriendly Silvergate Bank.,20230310T16:22:49Z,businessinsider,Business Insider,"Bitcoin plunges under $20,000 to its lowest point in 2 months as Silvergate blowup and bank fears rattle risk assets",https://markets.businessinsider.com/news/currencies/bitcoinprice20000silvergateethersiliconvalleybankturmoilmarkets20233,https://i.insider.com/5d669bfb2e22af0e7c65d5e8?width=1200&format=jpeg
642b43b10fef451bfdd77b35,rhogg@insider.com (Ryan Hogg),"FTX has identified a $9.5 billion shortfall in top crypto and cash needed to repay customers, its new bosses have said, with just $694 million in currency that's easy to cash in.  
In a press releas… [+1756 chars]","In a presentation, lawyers for the bankrupt FTX identified billions of dollars in shortfalls across bitcoin, ethereum and other liquid assets.",20230303T11:26:38Z,businessinsider,Business Insider,"FTX has a massive $9.5 billion shortfall in top crypto and cash needed to repay customers, the bankrupt exchange's new bosses say",https://markets.businessinsider.com/news/currencies/ftxcryptoshortfallbillionssambankmanfriedexchangebankruptcyftt20233,https://i.insider.com/63f892f288f76900192d1d30?width=1200&format=jpeg
642b43b10fef451bfdd77b36,prosen@insider.com (Phil Rosen),"Michael Saylor's MicroStrategy bought 6,455 bitcoins over the last five weeks, according to a Friday SEC filing.
The purchases were made at an average price of about $23,238 per token, and totaled r… [+1307 chars]","Saylor's software company also paid off the remaining principal on a $205 million loan from failed cryptofriendly bank Silvergate.",20230327T16:42:50Z,businessinsider,Business Insider,"Michael Saylor's MicroStrategy snaps up another 6,455 bitcoin as token rallies, bringing its total holdings to $3.88 billion",https://markets.businessinsider.com/news/currencies/microstrategybitcoincryptomarketsinvestingfinancemichaelsaylorsilvergateloan20233,https://i.insider.com/624c4d26c4cd0500195a1381?width=1200&format=jpeg
642b43b10fef451bfdd77b37,mfox@businessinsider.com (Matthew Fox),"US stocks were lower on Monday after the Federal Reserve and US Treasury announced emergency measures to stop the spread of potential bank runs following the collapse of Silicon Valley Bank.
The mea… [+1210 chars]","Goldman Sachs now expects the Fed to pause its rate hikes at next week's FOMC meeting as uncertainty related to the SVB's collapse soars.",20230313T13:43:37Z,businessinsider,Business Insider,"US stocks fall as investors brace for further impacts of Silicon Valley Bank's collapse",https://markets.businessinsider.com/news/stocks/stockmarketnewstodayinvestorsdigestsiliconvalleybankcollapse20233,https://i.insider.com/6348425ff900fa001814c580?width=1200&format=jpeg
642b43b10fef451bfdd77b38,htan@insider.com (Huileng Tan),"Asian shares are slightly lower early on Monday after Switzerland's UBS struck a deal to take over peer Credit Suisse. The deal values Credit Suisse at around $3.25 billion.
The development in Europ… [+1614 chars]","Investors are still looking to the Federal Reserve's interest rate decision later this week for further cues.",20230320T02:28:38Z,businessinsider,Business Insider,"Asian shares open slightly lower, Bitcoin rallies after Switzerland's UBS seals deal to acquire Credit Suisse",https://markets.businessinsider.com/news/stocks/ubsacquirescreditsuissebankasianshareslowerbitcoincrisis20233,https://i.insider.com/6417b59ffa3bcb001907f1a8?width=1200&format=jpeg
642b43b10fef451bfdd77b39,ztayeb@businessinsider.com (Zahra Tayeb),"Bitcoin's price jumped in a broadbased rally for cryptocurrencies Monday, after US regulators stepped in to bail out customers with money in Silicon Valley Bank. 
Cryptos were staging a comeback fr… [+1897 chars]","Bitcoin's price jumped in a broadbased rally for cryptocurrencies Monday, after US regulators stepped in to bail out customers with money in Silicon Valley Bank.",20230313T11:44:18Z,businessinsider,Business Insider,Bitcoin rises and crypto market tops $1 trillion again after US regulators bail out SVB customers,https://markets.businessinsider.com/news/currencies/cryptobitcoinsiliconvalleybanksvbcustomerbailoutregulators20233,https://i.insider.com/63cea91bb9a04b0019eda8e3?width=1200&format=jpeg
642b43b10fef451bfdd77b3a,Mark Frauenfelder,The Washington Post reports that scammers are using highquality AIgenerated voice technology to impersonate loved ones and persuade victims that they are in distress and need money urgently.One exa… [+1269 chars],"The Washington Post reports that scammers are using highquality AIgenerated voice technology to impersonate loved ones and persuade victims that they are in distress and need money urgently.



One example in the article is about the parents of a man named …",20230306T18:53:31Z,null,Boing Boing,How scammers are using AI voice cloning to trick victims into sending money,https://boingboing.net/2023/03/06/howscammersareusingaivoicecloningtotrickvictimsintosendingmoney.html,https://i0.wp.com/boingboing.net/wpcontent/uploads/2023/03/clone.jpg?fit=1200%2C832&ssl=1
642b43b10fef451bfdd77b3b,msmash,"The bulk of the hacker's loot  worth roughly $135 million  was denominated in staked Ether tokens (stETH), while the remainder was held in wrapped Bitcoin and stablecoins DAI and USDC, according … [+790 chars]","Decentralized lending protocol Euler Finance was hit by an attack that drained $197 million in cryptocurrencies from its platform on Monday, making it the largest hack in its corner of the digitalassets market this year. From a report: The bulk of the hacker…",20230313T16:01:00Z,null,Slashdot.org,"DeFi Lender Euler Finance Hit By $197 Million Hack, Experts Say",https://it.slashdot.org/story/23/03/13/161224/defilendereulerfinancehitby197millionhackexpertssay,https://a.fsdn.com/sd/topics/security_64.png
642b43b10fef451bfdd77b3c,mchittum@insider.com (Morgan Chittum),US stocks climbed Tuesday as traders focused on the latest inflation data and continued to assess the fallout from the collapse of Silicon Valley Bank. The Dow Jones Industrial Average closed in the … [+1816 chars],"Regional bank stocks surged Tuesday after cratering on SVB concerns a day earlier. Meanwhile, Moody's downgraded its outlook for the US banking sector.",20230314T20:19:18Z,businessinsider,Business Insider,US stocks rise as bank shares rebound and CPI shows inflation continues to cool,https://markets.businessinsider.com/news/stocks/stockmarketnewsinflationrecessiondowsnapslosingstreaksp20233,https://i.insider.com/63e2c1fd96242f0019e7d91e?width=1200&format=jpeg
642b43b10fef451bfdd77b3d,Morgan Chittum,"Galaxy Digital CEO Mike Novogratz.Lucas Jackson/Reuters
<ul>
<li>As chaos rips through the banking sector, Mike Novogratz said the case for crypto is more prominent now.</li>
<li>Banks have been sit… [+2346 chars]","Banks have been sitting on an ""orgy of debt,"" Galaxy CEO Mike Novogratz said, leaving customers exposed to financial losses.",20230331T16:00:06Z,businessinsider,Business Insider,"Mike Novogratz says it's crypto's moment to shine as markets watch trillions of bad debt spark a global banking fiasco",https://markets.businessinsider.com/news/currencies/cryptomarketoutlookglobalbankcrisismikenovogratzgalaxydigital20233,https://i.insider.com/6138995c2534ab0018534131?width=1200&format=jpeg
642b43b10fef451bfdd77b3e,Jonathan Bennett,"We’ve covered a lot of sketchy USB devices over the years. And surely you know by now, if you find a USB drive, don’t plug it in to your computer. There’s more that could go wrong than just a malicio… [+9006 chars]","We’ve covered a lot of sketchy USB devices over the years. And surely you know by now, if you find a USB drive, don’t plug it in to your computer. There’s more that could go wrong…",20230324T14:00:23Z,null,Hackaday,"This Week in Security: USB Boom! Acropalypse, and a Bitcoin Heist",https://hackaday.com/2023/03/24/thisweekinsecurityusbboomacropalypseandabitcoinheist/,https://hackaday.com/wpcontent/uploads/2016/01/darkarts.jpg
642b43b10fef451bfdd77b3f,Thomas Eaton,"The questions
1 Threeyearold Eliza Armstrong was the first patient at which hospital?2 What is the worlds largest trade book fair?3 Marduk was the chief god of which city?4 Which songwriter was mu… [+1309 chars]","From Jack Black to Hakuhō Shō, test your knowledge with the Saturday quiz1 Threeyearold Eliza Armstrong was the first patient at which hospital?2 What is the world’s largest trade book fair?3 Marduk was the chief god of which city?4 Which songwriter was mus…",20230318T07:00:06Z,null,The Guardian,Which songwriter was musical director for Marlene Dietrich? The Saturday quiz,https://www.theguardian.com/lifeandstyle/2023/mar/18/whichsongwriterwasmusicaldirectorformarlenedietrichthesaturdayquiz,https://i.guim.co.uk/img/media/ca52a7817ef6ed000332b0e99dd9036b7f6edc70/0_224_3626_2174/master/3626.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlayalign=bottom%2Cleft&overlaywidth=100p&overlaybase64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=1c1aaf32499d029a262596f4d77fb73c
642b43b10fef451bfdd77b40,null,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]","<ol><li>SVB Financial Goes Bankrupt  Bloomberg Television
</li><li>SVB Financial Group files for Chapter 11 bankruptcy protection  BNN Bloomberg
</li><li>Parent of Silicon Valley Bank seeks bankruptcy protection  Business News  Castanet.net
</li><li>SVB p…",20230317T18:06:30Z,googlenews,Google News,SVB Financial Goes Bankrupt  Bloomberg Television,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CCAiC2J2b3Zub1QxXzZBmAEB?oc%3D5%26hl%3DenCA%26gl%3DCA%26ceid%3DCA:en&gl=FR&hl=enCA&cm=2&pc=n&src=1,null
642b43b10fef451bfdd77b41,Dan Milmo and agency,"The cryptocurrencyfocused US lender Silvergate is to wind down its operations after it was hit by customer withdrawals following the collapse of crypto exchange FTX.
The Californiabased bank had w… [+3223 chars]",Winddown and liquidation plan follows mass withdrawal of deposits after collapse of FTX exchange The cryptocurrencyfocused US lender Silvergate is to wind down its operations after it was hit by customer withdrawals following the collapse of crypto exchange…,20230309T14:45:15Z,null,The Guardian,Crypto bank Silvergate announces liquidation amid sector turmoil,https://www.theguardian.com/technology/2023/mar/09/cryptobanksilvergateliquidationsectorturmoilwinddownftxexchange,https://i.guim.co.uk/img/media/80cbc9fe9d08482d4bd817d00996cb7931d1b177/0_0_3888_2333/master/3888.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlayalign=bottom%2Cleft&overlaywidth=100p&overlaybase64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=b65d8993a2a83c39065eb43558101253
642b43b10fef451bfdd77b42,Molly White,"As Silvergate Bank, Silicon Valley Bank, and Signature Bank all collapsed in short succession, the price of Bitcoin surged.
As one group of insufferable multimillionaires was coming down from the pa… [+12038 chars]","There are more reasonable explanations for the price increase, and more than a few flaws with the ""safe haven"" narrative.",20230322T02:00:17Z,null,Mollywhite.net,"No, Bitcoin isn’t pumping because it’s a “safe haven” from banks",https://newsletter.mollywhite.net/p/nobitcoinisntpumpingbecauseits,"https://substackcdn.com/image/fetch/w_1200,h_600,c_limit,f_jpg,q_auto:good,fl_progressive:steep/https%3A%2F%2Fsubstackpostmedia.s3.amazonaws.com%2Fpublic%2Fimages%2F37c2d065d29341898162d35974c4f4de_1218x745.png"
642b43b10fef451bfdd77b43,Eliza Bavin,"The Germanborn man has used eight of his 10 attempts to access his Bitcoin. (Source: Getty)
Back when Bitcoin was worth only $5 a coin, Stefan Thomas was paid 7,002 of them for making a video expla… [+1554 chars]","After misplacing his digital wallet password, this man has only two more attempts before his millions are lost forever.",20230305T23:55:37Z,null,Yahoo Entertainment,Man has two more chances before $232M in Bitcoin is lost forever,https://au.finance.yahoo.com/news/manhastwomorechancesbefore232millionislostforever222045101.html,https://s.yimg.com/os/creatruploadedimages/202107/8de88490eda311ebaefeda5c70e019cd
642b43b10fef451bfdd77b44,Kalyeena Makortoff Banking correspondent,"The City watchdog and local police have raided several sites in east London suspected of housing illegal ATMs distributing cryptocurrencies, as part of a widening crackdown on the sector.
The joint … [+1974 chars]","Joint investigation with police in London follows similar one in Leeds as part of wider crackdown on sectorThe City watchdog and local police have raided several sites in east London suspected of housing illegal ATMs distributing cryptocurrencies, as part of …",20230308T12:22:28Z,null,The Guardian,City regulator joins Met in raids on suspected crypto ATM operations,https://www.theguardian.com/technology/2023/mar/08/cityregulatormetraidssuspectedcryptoatmoperationspolicelondonleedscrackdownfca,https://i.guim.co.uk/img/media/f2e32f3b1abdf154154e4d021b13facc51d838b5/0_0_4000_2400/master/4000.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlayalign=bottom%2Cleft&overlaywidth=100p&overlaybase64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=84b77443e4ec015e06f4a4ef30c9b2f5
642b43b10fef451bfdd77b45,The Associated Press,"BERLIN  German investigators said they took down a major online money laundering operation on Wednesday, seizing the Germanybased server infrastructure of a platform that dealt in illgotten crypt… [+1285 chars]","German investigators say they have taken down a major online money laundering operation, seizing the Germanybased server infrastructure of a platform that dealt in illgotten cryptocurrency",20230315T15:08:50Z,abcnews,ABC News,German investigators take down crypto money laundering site,https://abcnews.go.com/Business/wireStory/germaninvestigatorscryptomoneylaunderingsite97880159,https://s.abcnews.com/images/US/abc_news_default_2000x2000_update_16x9_992.jpg
642b43b10fef451bfdd77b46,prosen@insider.com (Phil Rosen),"US stocks rose Thursday following higherthanexpected jobless claims data and ahead of Friday's key nonfarm payrolls report. 
Initial filings for unemployment clocked in at 211,000 last week, up by… [+860 chars]","Weekly jobless claims totaled 211,000, an increase of 21,000 from the previous week and ahead of estimates for 195,000.",20230309T14:36:51Z,businessinsider,Business Insider,US stocks rise as investors assess softer employment data and brace for key jobs report,https://markets.businessinsider.com/news/stocks/stockmarketnewstodayjoblessclaimsjeromepowellratehikes20233,https://i.insider.com/61afa5886531110019cef403?width=1200&format=jpeg
642b43b10fef451bfdd77b47,mfox@businessinsider.com (Matthew Fox),"US stocks surged on Wednesday as investors got more comfortable with the idea that the US banking system is not on the brink of a crisis following the collapse of Silicon Valley Bank.
Technology sto… [+1202 chars]","Jobless claims on Thursday will give investors a sense of how strong the job market is, while PCE data on Friday will show what inflation is doing.",20230329T20:08:54Z,businessinsider,Business Insider,US stocks climb as investors shake off bank concerns ahead of new economic data,https://markets.businessinsider.com/news/stocks/stockmarketnewstodayinvestorsshakeoffbankcontagionfears20233,https://i.insider.com/5f3ac652ea6ce0002839ac80?width=1200&format=jpeg
642b43b10fef451bfdd77b48,mchittum@insider.com (Morgan Chittum),"US stocks climbed on Thursday as traders mulled fresh jobs data and continued to move past concerns around the state of the banking sector following this month's string of bank failures. 
Applicatio… [+1037 chars]","Applications for US unemployment benefits ticked higher last week, but have stayed low in a stilltight labor market.",20230330T13:39:28Z,businessinsider,Business Insider,US stocks rise as traders assess jobs data and bet bank crisis has faded,https://markets.businessinsider.com/news/stocks/stockmarketnewsinflationfedinterestratesbondsjobsreport20233,https://i.insider.com/642584b9b643e80019df7933?width=1200&format=jpeg
642b43b10fef451bfdd77b49,jsor@insider.com (Jennifer Sor),"US stocks rose on Tuesday as investors prepared for the Fed's next interest rate decision while the bank sector rallied on prospects for more deposit insurance.
Central bankers began their twoday F… [+982 chars]",The Fed is expected to address the banking turmoil and inflation when delivering its interest rate decision on Wednesday.,20230321T20:05:53Z,businessinsider,Business Insider,US stocks jump as investors prepare for interest rate decision from the Fed,https://markets.businessinsider.com/news/stocks/stockmarketnewstodaydowsp500fedmeetingratesbanks202303,https://i.insider.com/640f6c76f724e7001800caf6?width=1200&format=jpeg
642b43b10fef451bfdd77b4a,mchittum@insider.com (Morgan Chittum),"US stocks rallied Thursday as a Federal Reserve official's comments on coming interest rates hikes cheered investors.
After opening in mixed territory, the major indexes closed in the green, even as… [+1204 chars]","The Dow popped more than 300 points, supported by Salesforce's gains. Meanwhile, the 2year note yield reached levels not seen in over a decade.",20230302T21:05:32Z,businessinsider,Business Insider,US stocks rally as traders digest comments from Fed officials on coming rate hikes,https://markets.businessinsider.com/news/stocks/stockmarketnewstodaydowsp500nasdaqfedratesbostic20233,https://i.insider.com/63e2c1fd96242f0019e7d91e?width=1200&format=jpeg
642b43b10fef451bfdd77b4b,mfox@businessinsider.com (Matthew Fox),"US stocks started the month of March in the red as investors continue to fear the prospect of higher for longer interest rates.
The inflation rate unexpectedly accelerated in Germany last month, and… [+901 chars]","The Federal Reserve is expected to hike interest rates at least two more times to the 5% level, but further increases could be possible.",20230301T14:36:47Z,businessinsider,Business Insider,US stocks dip to start the month as investors grapple with fears of interest rates higher for longer,https://markets.businessinsider.com/news/stocks/stockmarketnewstodayinvestorsfearhighinterestratesfed20233,https://i.insider.com/6360270d0b271e00186bb924?width=1200&format=jpeg
642b43b10fef451bfdd77b4c,mfox@businessinsider.com (Matthew Fox),"US stocks edged lower on Friday as investors continued to worry about the current state of the US banking industry.
The Federal Reserve said late Thursday that it lent a combined $165 billion to var… [+1118 chars]",The Federal Reserve lent $165 billion to US banks as they took advantage of their emergency backstop policies in a bid to shore up liquidity.,20230317T13:38:31Z,businessinsider,Business Insider,US stocks fall as bank worries linger after firms borrow $165 billion from Fed to shore up liquidity,https://markets.businessinsider.com/news/stocks/stockmarketnewstodaybankworrieslingerfedborrowfacility20233,https://i.insider.com/639ccfcbb5600000185b2286?width=1200&format=jpeg
642b43b10fef451bfdd77b4d,jsor@insider.com (Jennifer Sor),"US stocks rose on Tuesday as banking fears eased and investors turned their attention to the Federal Open Markets Committee meeting. 
Treasury Secretary Janet Yellen said the government is ready to … [+1048 chars]",Regional bank stocks continued to recover after Treasury Secretary Janet Yellen said the government could protect customer deposits at smaller banks.,20230321T13:44:06Z,businessinsider,Business Insider,US stocks climb as banking fears ease and investors focus on key Fed meeting,https://markets.businessinsider.com/news/stocks/stockmarketnewstodaydowsp500fedbankingfearsease20233,https://i.insider.com/5f3533deb4bb1c001df52fe2?width=1200&format=jpeg
642b43b10fef451bfdd77b4e,mfox@businessinsider.com (Matthew Fox),"US stocks suffered severe whiplash on Thursday as investors continued to digest the Federal Reserve's latest interest rate hike and fresh concerns of a US banking crisis.
The Fed hiked interest rate… [+1242 chars]",Volatile trading on Thursday saw the S&P 500 erase a gain of nearly 2% as investors geared up for more comments from Treasury Secretary Janet Yellen.,20230323T20:04:27Z,businessinsider,Business Insider,US stocks end higher in volatile session as traders assess rate outlook and bank concerns,https://markets.businessinsider.com/news/stocks/stockmarketnewstodaytradersassessbankconcernsinterestrates20233,https://i.insider.com/640a33ef08f27b0018488f24?width=1200&format=jpeg
642b43b10fef451bfdd77b4f,Elvis Gwaro,"One of the biggest issues facing Bitcoin is scalability and speed. Bitcoin's underlying technology isn't particularly fast and cannot process many transactions simultaneously. That's a problem for th… [+8512 chars]","Bitcoin isn't fast enough, but the Bitcoin Liquid sidechain could be the resolution.",20230327T13:45:16Z,null,MakeUseOf,What Is the Bitcoin Liquid Sidechain and How Does It Work?,https://www.makeuseof.com/whatisbitcoinliquidsidechain/,https://static1.makeuseofimages.com/wordpress/wpcontent/uploads/2023/03/personwearingglasseswithbitcoinlensesfeature.jpg
642b43b10fef451bfdd77b50,mchittum@insider.com (Morgan Chittum),"US stocks stocks were mixed on Thursday as traders continue to mull the prospect of higher interest rates amid signs the economy remains in high gear. 
All three major indexes were on track for a lo… [+1519 chars]",The S&P 500 and the techheavy Nasdaq Composite were both on track for their second consecutive losing week.,20230302T14:45:17Z,businessinsider,Business Insider,US stocks trade mixed as inflation concerns keep traders on edge over higher rates,https://markets.businessinsider.com/news/stocks/stockmarketnewstodayinflationfedoutlookinterestrates20233,https://i.insider.com/63f8c9934ca0e30019ba4b45?width=1200&format=jpeg
642b43b10fef451bfdd77b51,gglover@insider.com (George Glover),"Elon Musk has warned that there are similarities between the collapse of Silicon Valley Bank last week and the crisis that sparked the 1929 Wall Street crash.
""Lot of current year similarities to 19… [+1660 chars]","""Lot of current year similarities to 1929,"" Musk tweeted Tuesday in response to a thread by Ark Invest CIO Cathie Wood.",20230315T13:16:37Z,businessinsider,Business Insider,Elon Musk says there are similarities between the Silicon Valley Bank crisis and the 1929 Wall Street crash,https://markets.businessinsider.com/news/stocks/elonmuskstockmarketcrashsvbsiliconvalleybankcrisis20233,https://i.insider.com/6411a389b6d9f200189125d9?width=1200&format=jpeg
642b43b10fef451bfdd77b52,mfox@businessinsider.com (Matthew Fox),"US stocks proved resilient on Monday, trading mixed despite the continued fallout from the collapse of Silicon Valley Bank and Signature Bank at the end of last week. 
Helping stocks recover from an… [+1297 chars]","""We are looking at a historic 2day drop in the 2year yield, the largest since right after the 1987 crash,"" Carson Group's Ryan Detrick told Insider.",20230313T20:13:41Z,businessinsider,Business Insider,US stocks shake off contagion fears to trade mixed amid hopes SVB crisis spurs Fed policy shift,https://markets.businessinsider.com/news/stocks/stockmarketnewstodayregionalbankcontagionfearscrisissvb20233,https://i.insider.com/624c427316e2c400196663ce?width=1200&format=jpeg
